id;title;release_date;genre;description;budget;gross_earnings;world_wide_earnings
5934;Bastille Day;4/22/2016;Action, Crime, Drama;A young pickpocket and an unruly CIA agent team up on an anti-terrorist mission in France.;20000000.0;50269.0;14857808.0
5936;Les chevaux de Dieu;2/13/2013;Drama;A fictional account of the lives of the men responsible for the suicide bombings in Casablanca in 2003.;3000000.0;14817.0;96277.0
5937;Need for Speed;3/12/2014;Action, Crime, Thriller;Fresh from prison, a street racer who was framed by a wealthy business associate joins a cross country race with revenge in mind. His ex-partner, learning of the plan, places a massive bounty on his head as the race begins.;66000000.0;43577636.0;203277636.0
5940;Camp;2/22/2013;Drama;10-year-old Eli finds himself at summer camp.;200000.0;324977.0;324977.0
5943;Deliver Us from Evil;8/22/2014;Horror, Mystery, Thriller;New York police officer Ralph Sarchie investigates a series of crimes. He joins forces with an unconventional priest, schooled in the rites of exorcism, to combat the possessions that are terrorizing their city.;30000000.0;30577122.0;87937815.0
5944;No se aceptan devoluciones;9/20/2013;Comedy, Drama;A man who has made a new life for himself and the daughter left on his doorstep 6 years ago finds his family threatened when the birth mother resurfaces.;5000000.0;44467206.0;99083228.0
5945;The Glass Castle;10/6/2017;Biography, Drama;A young girl comes of age in a dysfunctional family of nonconformist nomads with a mother who\'s an eccentric artist and an alcoholic father who would stir the children\'s imagination with hope as a distraction to their poverty.;9000000.0;17273059.0;22088533.0
5946;Cavemen;7/6/2015;Comedy;"""Cavemen"" is a comedic film with a slight edge of drama revolving around the lives of somewhat single, somewhat unemployed guys living in a warehouse converted to living quarters in the \'...";1200000.0;5948.0;5948.0
5947;Viola;9/9/2012;Drama;"A group of actresses performing in a production of Shakespeare\'s ""Twelfth Night"" get caught up in a web of romantic intrigue and revelation.";12000.0;21818.0;21818.0
5948;Spectre;10/26/2015;Action, Adventure, Thriller;A cryptic message from James Bond\'s past sends him on a trail to uncover the exsistence of a sinister organisation named SPECTRE. With a new threat dawning, Bond learns the terrible truth about the author of all his pain in his most recent missions.;245000000.0;200074609.0;880674609.0
5949;Coco;1/19/2018;Animation, Adventure, Family;Aspiring musician Miguel, confronted with his family\'s ancestral ban on music, enters the Land of the Dead to find his great-great-grandfather, a legendary singer.;175000000.0;209726015.0;807082196.0
5950;Brooklyn;11/6/2015;Drama, Romance;An Irish immigrant lands in 1950s Brooklyn, where she quickly falls into a romance with a local. When her past catches up with her, however, she must choose between two countries and the lives that exist within.;11000000.0;38322743.0;62076141.0
5951;Mission: Impossible - Rogue Nation;7/30/2015;Action, Adventure, Thriller;Ethan and team take on their most impossible mission yet, eradicating the Syndicate - an International rogue organization as highly skilled as they are, committed to destroying the IMF.;150000000.0;195042377.0;682714267.0
5952;Focus;2/27/2015;Comedy, Crime, Drama;In the midst of veteran con man Nicky\'s latest scheme, a woman from his past - now an accomplished femme fatale - shows up and throws his plans for a loop.;50100000.0;53862963.0;158762963.0
5953;The Huntsman: Winter's War;4/4/2016;Action, Adventure, Drama;Eric and fellow warrior Sara, raised as members of ice Queen Freya\'s army, try to conceal their forbidden love as they fight to survive the wicked intentions of both Freya and her sister Ravenna.;115000000.0;48390190.0;164989338.0
5954;Joe;7/25/2014;Crime, Drama;An ex-con, who is the unlikeliest of role models, meets a 15-year-old boy and is faced with the choice of redemption or ruin.;4000000.0;373375.0;2431443.0
5955;The Sacrament;5/1/2014;Horror, Thriller;A news team trails a man as he travels into the world of Eden Parish to find his missing sister, where it becomes apparent that this paradise may not be as it seems.;4000000.0;9221.0;9221.0
5957;How to Train Your Dragon: The Hidden World;2/1/2019;Animation, Action, Adventure;"When Hiccup discovers Toothless isn\'t the only Night Fury, he must seek ""The Hidden World"", a secret Dragon Utopia before a hired tyrant named Grimmel finds it first.";129000000.0;160799505.0;519896648.0
5958;A Long Way Off;6/6/2014;Drama, Family, Romance;A modern day version of The Prodigal Son Parable;500000.0;30104.0;30104.0
5959;High on the Hog;4/16/2019;Action, Crime, Drama;With a potent strain of pot sweeping the City, DTA agents attempt to infiltrate a small town farming operation that has a strong leader and interesting family members.;1200000.0;45696.0;45696.0
5960;Dark Skies;4/5/2013;Horror, Sci-Fi, Thriller;As the Barrett family\'s peaceful suburban life is rocked by an escalating series of disturbing events, they come to learn that a terrifying and deadly force is after them, one which may have arrived from beyond the stars.;3500000.0;17418667.0;26421747.0
5961;Keeping Up with the Joneses;10/21/2016;Action, Comedy;A suburban couple becomes embroiled in an international espionage plot when they discover that their seemingly perfect new neighbors are government spies.;40000000.0;14904426.0;29918745.0
5962;Libertador;7/24/2014;Biography, Drama, History;Simon Bolivar fought over 100 battles against the Spanish Empire in South America. He rode over 70,000 miles on horseback. His military campaigns covered twice the territory of Alexander the Great. His army never conquered -- it liberated.;50000000.0;113067.0;5082098.0
5963;Delivery Man;1/10/2014;Comedy, Drama;An affable underachiever finds out he\'s fathered 533 children through anonymous donations to a fertility clinic 20 years ago. Now he must decide whether or not to come forward when 142 of them file a lawsuit to reveal his identity.;26000000.0;30664106.0;51164106.0
5964;The Girl on the Train;2/25/2016;Thriller;A chance encounter with a mysterious young woman leads a documentary filmmaker down a very different road than he intended as he works on his latest project.;8000000.0;3124.0;3124.0
5965;Oculus;6/13/2014;Horror, Mystery;A woman tries to exonerate her brother, who was convicted of murder, by proving that the crime was committed by a supernatural phenomenon.;5000000.0;27695246.0;44043910.0
5966;Cheap Thrills;6/6/2014;Comedy, Crime, Drama;A scheming couple put a struggling family man and his old friend through a series of increasingly twisted dares over the course of an evening at a local bar.;200000.0;59424.0;59424.0
5967;Enough Said;10/18/2013;Comedy, Drama, Romance;A divorced woman who decides to pursue the man she\'s interested in learns he\'s her new friend\'s ex-husband.;8000000.0;17550872.0;25288872.0
5968;Le Week-End;10/11/2013;Comedy, Drama, Romance;A British couple return to Paris many years after their honeymoon there in an attempt to rejuvenate their marriage.;10000000.0;2225098.0;8652213.0
5970;Avengers: Age of Ultron;4/23/2015;Action, Adventure, Sci-Fi;When Tony Stark and Bruce Banner try to jump-start a dormant peacekeeping program called Ultron, things go horribly wrong and it\'s up to Earth\'s mightiest heroes to stop the villainous Ultron from enacting his terrible plan.;250000000.0;459005868.0;1402805868.0
5971;The Homesman;11/21/2014;Drama, Western;Three women who have been driven mad by pioneer life are to be transported across the country by covered wagon by the pious, independent-minded Mary Bee Cuddy, who in turn employs low-life drifter George Briggs to assist her.;16000000.0;2429989.0;3819421.0
5972;Smurfs: The Lost Village;3/31/2017;Animation, Adventure, Comedy;In this fully animated, all-new take on the Smurfs, a mysterious map sets Smurfette and her friends Brainy, Clumsy, and Hefty on an exciting race through the Forbidden Forest, leading to the discovery of the biggest secret in Smurf history.;60000000.0;45020282.0;197183546.0
5973;Anomalisa;3/11/2016;Animation, Comedy, Drama;A man crippled by the mundanity of his life experiences something out of the ordinary.;8000000.0;3759286.0;5659286.0
5974;Dark Places;4/8/2015;Action, Drama, Mystery;Libby Day was only eight years old when her family was brutally murdered in their rural Kansas farmhouse. Almost thirty years later, she reluctantly agrees to revisit the crime and uncovers the wrenching truths that led up to that tragic night.;20000000.0;208588.0;5090852.0
5975;The November Man;8/27/2014;Action, Crime, Thriller;An ex-C.I.A. operative is brought back in on a very personal mission and finds himself pitted against his former pupil in a deadly game involving high level C.I.A. officials and the Russian President-elect.;15000000.0;25018119.0;32556119.0
5976;Carol;11/27/2015;Drama, Romance;An aspiring photographer develops an intimate relationship with an older woman in 1950s New York.;11800000.0;12711491.0;40272135.0
5977;The Green Inferno;10/16/2014;Adventure, Horror;A group of student activists travels to the Amazon to save the rain forest and soon discover that they are not alone, and that no good deed goes unpunished.;5000000.0;7192291.0;12666449.0
5978;Desert Dancer;4/22/2016;Biography, Drama, Music;Afshin Ghaffarian risks everything to start a dance company amidst his home country of Iran\'s politically volatile climate and the nation\'s ban on dancing.;4000000.0;155271.0;438165.0
5979;Belle;6/13/2014;Biography, Drama, Romance;The mixed-race daughter of a Royal Navy Admiral is raised by her aristocratic great-uncle in 18th-century England.;10900000.0;10726630.0;16607575.0
5980;Gods of Egypt;6/17/2016;Action, Adventure, Fantasy;Mortal hero Bek teams with the god Horus in an alliance against Set, the merciless god of darkness, who has usurped Egypt\'s throne, plunging the once peaceful and prosperous empire into chaos and conflict.;140000000.0;31153464.0;150680864.0
5981;The Family;11/22/2013;Comedy, Crime, Thriller;The Manzoni family, a notorious mafia clan, is relocated to Normandy, France under the Witness Protection Program, where fitting in soon becomes challenging, as their old habits die hard.;30000000.0;36918811.0;78418811.0
5982;Woman in Gold;4/10/2015;Biography, Drama, History;Maria Altmann, an octogenarian Jewish refugee, takes on the Austrian government to recover artwork she believes rightfully belongs to her family.;11000000.0;33307793.0;61619773.0
5983;The Magnificent Seven;9/23/2016;Action, Adventure, Western;Seven gunmen from a variety of backgrounds are brought together by a vengeful young widow to protect her town from the private army of a destructive industrialist.;90000000.0;93432655.0;162360636.0
5984;Le passé;3/28/2014;Drama, Mystery;An Iranian man deserts his French wife and her two children to return to his homeland. Meanwhile, his wife starts up a new relationship, a reality her husband confronts upon his wife\'s request for a divorce.;11000000.0;1331747.0;10631747.0
5985;The Heat;7/31/2013;Action, Comedy, Crime;An uptight FBI Special Agent is paired with a foul-mouthed Boston cop to take down a ruthless drug lord.;43000000.0;159582188.0;229930771.0
5986;Copperhead;6/28/2013;Drama;An Upstate New York family is torn apart during the American Civil War.;12000000.0;171740.0;171740.0
5987;A Bit of Bad Luck;2014;Comedy, Drama, Thriller;A wealthy heiress to a lumber company finds a diabolical way to get back at her sleazy husband for his constant affairs.;1000000.0;18089.0;18089.0
5988;Atomic Blonde;8/9/2017;Action, Mystery, Thriller;An undercover MI6 agent is sent to Berlin during the Cold War to investigate the murder of a fellow agent and recover a missing list of double agents.;30000000.0;51687870.0;100121713.0
5989;Test;4/4/2014;Drama;In 1985, a gay dance understudy hopes for his on-stage chance while fearing the growing AIDS epidemic.;250000.0;18823.0;18823.0
5991;Los insólitos peces gato;5/28/2014;Comedy, Drama;Claudia, a lonely young woman, works in a supermarket. One night, she ends up in the hospital with a severe case of appendicitis. There, she meets Martha, the woman resting in the bed next ...;1300000.0;11342.0;308349.0
5992;Swim Little Fish Swim;6/4/2014;Comedy, Drama, Music;When a bubbly young artist moves into a couple\'s tiny Chinatown apartment, their already fragile balance is upset even further.;70000.0;3877.0;75504.0
5993;Philomena;11/1/2013;Biography, Comedy, Drama;A world-weary political journalist picks up the story of a woman\'s search for her son, who was taken away from her decades ago after she became pregnant and was forced to live in a convent.;12000000.0;37709979.0;100129872.0
5994;Project Almanac;2/16/2015;Drama, Mystery, Sci-Fi;A group of teens discover secret plans of a time machine, and construct one. However, things start to get out of control.;12000000.0;22348241.0;33213241.0
5997;Taken 3;1/8/2015;Action, Thriller;Accused of a ruthless murder he never committed or witnessed, Bryan Mills goes on the run and brings out his particular set of skills to find the true killer and clear his name.;48000000.0;89256424.0;326479141.0
5998;Joy;1/1/2016;Drama;Joy is the story of the title character, who rose to become founder and matriarch of a powerful family business dynasty.;60000000.0;56451232.0;101134059.0
5999;The Peanuts Movie;12/21/2015;Animation, Adventure, Comedy;Snoopy embarks upon his greatest mission as he and his team take to the skies to pursue their archnemesis, while his best pal Charlie Brown begins his own epic quest back home to win the love of his life.;99000000.0;130178411.0;246233113.0
6000;Isn't It Romantic;2/13/2019;Comedy, Fantasy, Romance;A young woman disenchanted with love mysteriously finds herself trapped inside a romantic comedy.;31000000.0;48791187.0;48791187.0
6001;Masterminds;9/30/2016;Comedy, Crime;A guard at an armored car company in the Southern U.S. organizes one of the biggest bank heists in American history. Based on the October 1997 Loomis Fargo robbery.;25000000.0;17368022.0;29674699.0
6002;Hateship Loveship;6/12/2014;Drama, Romance;A wild teenage girl orchestrates a romance between her nanny and her father, who is a recovering addict.;5000000.0;54030.0;83008.0
6003;The Single Moms Club;3/14/2014;Comedy, Drama;When five struggling single moms put aside their differences to form a support group, they find inspiration and laughter in their new sisterhood, and help each other overcome the obstacles that stand in their way.;8000000.0;15973881.0;16337881.0
6004;And So It Goes;7/18/2014;Comedy, Drama, Romance;A self-absorbed realtor enlists the help of his neighbor when he\'s suddenly left in charge of the granddaughter he never knew existed until his estranged son drops her off at his home.;18000000.0;15160801.0;25419147.0
6006;Left Behind;10/3/2014;Action, Drama, Fantasy;A small group of survivors are left behind after millions of people suddenly vanish and the world is plunged into chaos and destruction.;16000000.0;14019924.0;19682924.0
6007;Paranormal Activity: The Ghost Dimension;10/23/2015;Horror, Mystery, Thriller;Using a special camera that can see spirits, a family must protect their daughter from an evil entity with a sinister plan.;10000000.0;18300124.0;78903124.0
6008;Get on Up;11/21/2014;Biography, Drama, Music;A chronicle of;30000000.0;30703100.0;33448971.0
6009;Paranormal Activity: The Marked Ones;1/1/2014;Horror, Mystery, Thriller;When a young man becomes the target of a malevolent entity, he must uncover its true intentions before it takes complete control of him.;5000000.0;32462372.0;90894962.0
6011;The Last Five Years;4/17/2015;Comedy, Drama, Musical;A struggling actress and her novelist lover each illustrate the struggle and deconstruction of their love affair.;2000000.0;145427.0;292092.0
6012;Moscow Never Sleeps;5/1/2019;Drama;The volatile intersections of contemporary Moscow and the intimate lives of five people.;3700000.0;25306.0;38004.0
6013;The Church;7/9/2019;Horror, Thriller;The pastor of a landmark church is the sole hold-out in a Philadelphia neighborhood earmarked for gentrification. But soon, the spirits of congregational members past begin to make their displeasure known. Who are the righteous among them?;1000000.0;772000.0;772000.0
6014;Star Wars: Episode VII - The Force Awakens;12/17/2015;Action, Adventure, Sci-Fi;Three decades after the Empire\'s defeat, a new threat arises in the militant First Order. Defected stormtrooper Finn and the scavenger Rey are caught up in the Resistance\'s search for the missing Luke Skywalker.;245000000.0;936662225.0;2068223624.0
6015;Aloft;1/23/2015;Drama;A struggling mother encounters the son she abandoned 20 years earlier.;8000000.0;53086.0;270971.0
6016;Burnt;11/6/2015;Comedy, Drama;Adam Jones (;20000000.0;13651946.0;36606743.0
6017;Hotel Transylvania 2;10/16/2015;Animation, Comedy, Family;Dracula and his friends try to bring out the monster in his half human, half vampire grandson in order to keep Mavis from leaving the hotel.;80000000.0;169700110.0;474800000.0
6018;La jalousie;12/4/2013;Drama;As a man leaves his wife and daughter, a series of brief conversations, observed gestures, chance encounters and impulsive acts, tell the story of the relationships that flounder and thrive in the wake of this decision.;4000000.0;63946.0;63946.0
6019;Billy Lynn's Long Halftime Walk;2/10/2017;Action, Drama, Sport;19-year-old Billy Lynn is brought home for a victory tour after a harrowing Iraq battle. Through flashbacks, the film shows what really happened to his squad - contrasting the realities of war with America\'s perceptions.;40000000.0;1738477.0;30930984.0
6021;Escobar: Paradise Lost;8/21/2015;Crime, Drama, History;In Colombia, a young surfer meets the woman of his dreams - and then meets her uncle, Pablo Escobar.;17000000.0;195792.0;4966363.0
6022;The Gunman;3/20/2015;Action, Crime, Drama;A sniper on a mercenary assassination team, kills the minister of mines of the Congo. Terrier\'s successful kill shot forces him into hiding. Returning to the Congo years later, he becomes the target of a hit squad himself.;40000000.0;10664749.0;24177137.0
6024;Star Wars: Episode VIII - The Last Jedi;12/14/2017;Action, Adventure, Fantasy;Rey develops her newly discovered abilities with the guidance of Luke Skywalker, who is unsettled by the strength of her powers. Meanwhile, the Resistance prepares for battle with the First Order.;317000000.0;620181382.0;1332539889.0
6025;God's Not Dead;3/21/2014;Drama;College philosophy professor Mr. Radisson\'s curriculum is challenged by his new student, Josh, who believes God exists.;2000000.0;60755732.0;64676349.0
6026;Keep Watching;10/31/2017;Horror, Thriller;A family become imprisoned in their home by intruders, who force them to play a life-and-death game, where the mysterious rules become clear as the night unfolds.;5000000.0;94178.0;94178.0
6027;Blockers;3/30/2018;Comedy;Three parents try to stop their daughters from losing their virginity on prom night.;21000000.0;60311495.0;94017294.0
6029;Arrival;11/10/2016;Drama, Mystery, Sci-Fi;A linguist works with the military to communicate with alien lifeforms after twelve mysterious spacecraft appear around the world.;47000000.0;100546139.0;203388186.0
6030;Wonder;12/1/2017;Drama, Family;Based on the New York Times bestseller, this movie tells the incredibly inspiring and heartwarming story of August Pullman, a boy with facial differences who enters the fifth grade, attending a mainstream elementary school for the first time.;20000000.0;132422809.0;305937718.0
6031;The Light Between Oceans;11/1/2016;Drama, Romance;A lighthouse keeper and his wife living off the coast of Western Australia raise a baby they rescue from a drifting rowing boat.;20000000.0;12545979.0;25975621.0
6032;Cinco de Mayo: La batalla;5/3/2013;Drama, History, War;On May 5th, 1862, a few thousand Mexican soldiers put their lives on the line against the world\'s largest and most powerful army in one legendary battle for freedom and for Mexico.;10000000.0;173472.0;2794852.0
6033;Crimson Peak;10/16/2015;Drama, Fantasy, Horror;In the aftermath of a family tragedy, an aspiring author is torn between love for her childhood friend and the temptation of a mysterious outsider. Trying to escape the ghosts of her past, she is swept away to a house that breathes, bleeds - and remembers.;55000000.0;31090320.0;74679822.0
6034;The Second Best Exotic Marigold Hotel;2/26/2015;Comedy, Drama;As the Best Exotic Marigold Hotel has only a single remaining vacancy - posing a rooming predicament for two fresh arrivals - Sonny pursues his expansionist dream of opening a second hotel.;10000000.0;33078266.0;85978266.0
6037;Pacific Rim: Uprising;3/23/2018;Action, Adventure, Sci-Fi;Jake Pentecost, son of Stacker Pentecost, reunites with Mako Mori to lead a new generation of Jaeger pilots, including rival Lambert and 15-year-old hacker Amara, against a new Kaiju threat.;150000000.0;59874525.0;290930148.0
6038;A Million Ways to Die in the West;5/30/2014;Comedy, Western;As a cowardly farmer begins to fall for the mysterious new woman in town, he must put his newly found courage to the test when her husband, a notorious gun-slinger, announces his arrival.;40000000.0;43139300.0;87189756.0
6039;Get Hard;3/27/2015;Comedy, Crime;When millionaire James King is jailed for fraud and bound for San Quentin, he turns to Darnell Lewis to prep him to go behind bars.;40000000.0;90411453.0;111711453.0
6040;Birdman or (The Unexpected Virtue of Ignorance);1/2/2015;Comedy, Drama;A washed-up superhero actor attempts to revive his fading career by writing, directing, and starring in a Broadway production.;18000000.0;42340598.0;103215094.0
6041;Seoul Searching;12/15/2017;Comedy, Drama, Music;In 1986, a group of foreign born Korean teenagers attend a summer camp in South Korea.;2100000.0;18654.0;18654.0
6042;Alice Through the Looking Glass;5/27/2016;Adventure, Family, Fantasy;Alice returns to the whimsical world of Wonderland and travels back in time to help the Mad Hatter.;170000000.0;77041381.0;299457024.0
6043;Going in Style;4/7/2017;Comedy, Crime;Desperate to pay the bills and come through for their loved ones, three lifelong pals risk it all by embarking on a daring bid to knock off the very bank that absconded with their money.;25000000.0;45018541.0;84918541.0
6044;The Duke of Burgundy;2/20/2015;Drama, Mystery, Romance;A woman who studies butterflies and moths tests the limits of her relationship with her lesbian lover.;1000000.0;64521.0;185147.0
6046;Life After Beth;10/3/2014;Comedy, Fantasy, Horror;A young man\'s recently deceased girlfriend mysteriously returns from the dead, but he slowly realizes she is not the way he remembered her.;2400000.0;88273.0;274717.0
6047;Me and Earl and the Dying Girl;9/4/2015;Comedy, Drama, Romance;High schooler Greg, who spends most of his time making parodies of classic movies with his co-worker Earl, finds his outlook forever altered after befriending a classmate who has just been diagnosed with cancer.;8000000.0;6758416.0;9074749.0
6048;Shut In;11/30/2016;Drama, Mystery, Thriller;A widowed child psychologist lives an isolated existence in rural New England. Caught in a deadly winter storm, she must find a way to rescue a young boy before he disappears forever.;10000000.0;6900335.0;13082071.0
6049;Hell or High Water;9/9/2016;Action, Crime, Drama;A divorced father and his ex-con older brother resort to a desperate scheme in order to save their family\'s ranch in West Texas.;12000000.0;27007844.0;37879877.0
6050;Whiplash;1/16/2015;Drama, Music;A promising young drummer enrolls at a cut-throat music conservatory where his dreams of greatness are mentored by an instructor who will stop at nothing to realize a student\'s potential.;3300000.0;13092000.0;48982041.0
6051;The Fault in Our Stars;6/19/2014;Drama, Romance;Two teenage cancer patients begin a life-affirming journey to visit a reclusive author in Amsterdam.;12000000.0;124872350.0;307166834.0
6054;Resident Evil: The Final Chapter;2/3/2017;Action, Horror, Sci-Fi;Alice returns to where the nightmare began: The Hive in Raccoon City, where the Umbrella Corporation is gathering its forces for a final strike against the only remaining survivors of the apocalypse.;40000000.0;26830068.0;312242626.0
6056;Voiceless;2015;Drama, Thriller;A young, reserved, war veteran, moves to North East Philadelphia to start an inner city community outreach and puts his life on the line to stand against an abortion clinic that moved across the street from his building.;500000.0;419952.0;419952.0
6057;A Madea Christmas;12/13/2013;Comedy, Drama, Romance;Madea dispenses her unique form of holiday spirit on rural town when she\'s coaxed into helping a friend pay her daughter a surprise visit in the country for Christmas.;25000000.0;52543354.0;53396354.0
6059;Step Up All In;8/1/2014;Drama, Music, Romance;All-stars from the previous Step Up installments come together in glittering Las Vegas, battling for a victory that could define their dreams and their careers.;45000000.0;14904384.0;86165646.0
6060;Bahubali: The Beginning;7/10/2015;Action, Drama;In ancient India, an adventurous and daring man becomes involved in a decades old feud between two warring people.;18026148.0;6738000.0;7934787.0
6061;Ted 2;7/8/2015;Comedy;Newlywed couple Ted and Tami-Lynn want to have a baby, but in order to qualify to be a parent, Ted will have to prove he\'s a person in a court of law.;68000000.0;81476385.0;215863606.0
6062;Hot Tub Time Machine 2;4/10/2015;Comedy, Mystery, Sci-Fi;When Lou gets killed, Nick and Jacob fire up the hot tub time machine to get back to the past, but they inadvertently land in the future with Adam Jr. Now they have to alter the future in ...;14000000.0;12314651.0;13081651.0
6063;Ben-Hur;9/7/2016;Action, Adventure, Drama;Judah Ben-Hur, a prince falsely accused of treason by his adopted brother, an officer in the Roman army, returns to his homeland after years at sea to seek revenge, but finds redemption.;100000000.0;26410477.0;94061311.0
6064;Midnight Special;4/8/2016;Drama, Mystery, Sci-Fi;A father and son go on the run, pursued by the government and a cult drawn to the child\'s special powers.;18000000.0;3712282.0;6212282.0
6065;The Good Lie;4/24/2015;Biography, Drama;A group of Sudanese refugees, given the chance to resettle in the U.S., arrive in Kansas City, Missouri, where their encounter with an employment agency counselor forever changes all of their lives.;20000000.0;2722209.0;3396345.0
6066;Star Trek Beyond;7/22/2016;Action, Adventure, Sci-Fi;The crew of the USS Enterprise explores the furthest reaches of uncharted space, where they encounter a new ruthless enemy, who puts them, and everything the Federation stands for, to the test.;185000000.0;158848340.0;343471816.0
6067;Fences;2/17/2017;Drama;A working-class African-American father tries to raise his family in the 1950s, while coming to terms with the events of his life.;24000000.0;57682904.0;64414761.0
6068;Me Before You;6/3/2016;Drama, Romance;A girl in a small town forms an unlikely bond with a recently-paralyzed man she\'s taking care of.;20000000.0;56245075.0;208314186.0
6069;Churchill;6/16/2017;Biography, Drama, History;96 hours before the World War II invasion of Normandy, British Prime Minister Winston Churchill struggles with his severe reservations with Operation Overlord and his increasingly marginalized role in the war effort.;6400000.0;1281258.0;6724365.0
6071;Hitman: Agent 47;8/27/2015;Action, Crime, Thriller;An assassin teams up with a woman to help her find her father and uncover the mysteries of her ancestry.;35000000.0;22467450.0;82347656.0
6072;The D Train;9/18/2015;Comedy, Drama;The head of a high school reunion committee tries to get the most popular guy in school to attend their class\' upcoming 20-year reunion.;3000000.0;673151.0;774780.0
6073;The Oscar Nominated Short Films 2013: Live Action;2/1/2013;Drama;Collective screening of the Academy Award nominated short films from the Live Action category for 2013.;700000.0;2142342.0;2142342.0
6074;Night at the Museum: Secret of the Tomb;12/19/2014;Adventure, Comedy, Family;Larry spans the globe, uniting favorite and new characters while embarking on an epic quest to save the magic before it is gone forever.;127000000.0;113746621.0;363204635.0
6075;Locke;4/18/2014;Drama;Ivan Locke, a dedicated family man and successful construction manager, receives a phone call on the eve of the biggest challenge of his career that sets in motion a series of events that threaten his carefully cultivated existence.;2000000.0;1375769.0;5090608.0
6076;The Boss;6/10/2016;Comedy;A titan of industry is sent to prison after she\'s caught insider trading. When she emerges ready to rebrand herself as America\'s latest sweetheart, not everyone she screwed over is so quick to forgive and forget.;29000000.0;63285885.0;78844582.0
6077;Game Night;3/2/2018;Action, Comedy, Crime;A group of friends who meet regularly for game nights find themselves entangled in a real-life mystery when the shady brother of one of them is seemingly kidnapped by dangerous gangsters.;37000000.0;69179066.0;117679066.0
6079;The Grinch;11/9/2018;Animation, Family, Fantasy;A grumpy Grinch plots to ruin Christmas for the village of Whoville.;75000000.0;270620950.0;511595957.0
6080;The Secret Life of Pets;6/24/2016;Animation, Adventure, Comedy;The quiet life of a terrier named Max is upended when his owner takes in Duke, a stray whom Max instantly dislikes.;75000000.0;368384330.0;875457937.0
6081;Fury;10/22/2014;Action, Drama, War;A grizzled tank commander makes tough decisions as he and his crew fight their way across Germany in April, 1945.;68000000.0;85817906.0;211817906.0
6082;Blackhat;2/20/2015;Action, Crime, Thriller;A furloughed convict and his American and Chinese partners hunt a high-level cybercrime network from Chicago to Los Angeles to Hong Kong to Jakarta.;70000000.0;8005980.0;19652057.0
6083;Everest;9/18/2015;Action, Adventure, Biography;"The story of New Zealand\'s Robert ""Rob"" Edwin Hall, who on May 10, 1996, together with Scott Fischer, teamed up on a joint expedition to ascend Mount Everest.";55000000.0;43482270.0;203427584.0
6085;Birth of the Dragon;8/25/2017;Action, Biography, Drama;Set against the backdrop of 1960s San Francisco, BIRTH OF THE DRAGON is a modern take on the classic movies that Bruce Lee was known for. It takes its inspiration from the epic and still controversial showdown between an up-and-coming Bruce Lee and kung fu master Wong Jack Man - a battle that gave birth to a legend.;31000000.0;6901965.0;7215027.0
6086;The Sleepwalker;1/31/2014;Drama;A young couple, Kaia and Andrew, are renovating Kaia\'s secluded family estate. Their lives are violently disrupted upon the unexpected arrival of Kaia\'s sister, Christine, and her fiancé, Ira.;1100000.0;5012.0;5012.0
6087;The Longest Ride;6/19/2015;Drama, Romance;The lives of a young couple intertwine with a much older man, as he reflects back on a past love.;34000000.0;37446117.0;62944815.0
6088;L.A. Slasher;6/28/2016;Comedy, Crime, Drama;Driven to rage over the tawdry excesses of reality television, a self-appointed cultural crusader kidnaps several very famous nobodies to make his point- but his crimes only generate more tabloid frenzy.;10000.0;2421.0;2421.0
6090;Rosewater;5/8/2015;Biography, Drama;Iranian-Canadian journalist Maziar Bahari is detained by Iranian forces who brutally interrogate him under suspicion that he is a spy.;5000000.0;3128941.0;3171593.0
6091;Devil's Due;1/16/2014;Horror, Mystery, Thriller;After a mysterious, lost night on their honeymoon, a newlywed couple finds themselves dealing with an earlier-than-planned pregnancy.;7000000.0;15821461.0;36921560.0
6092;Sinister 2;8/21/2015;Horror, Mystery, Thriller;A young mother and her twin sons move into a rural house that\'s marked for death.;10000000.0;27740955.0;52882018.0
6093;The One I Love;8/8/2014;Drama, Fantasy, Mystery;A troubled couple vacate to a beautiful getaway, but bizarre circumstances further complicate their situation.;100000.0;513447.0;596933.0
6094;Search Party;5/29/2015;Adventure, Comedy;A pair of friends embark on a mission to reunite their pal with the woman he was going to marry.;20000000.0;4571.0;118263.0
6095;T2 Trainspotting;1/27/2017;Drama;After 20 years abroad, Mark Renton returns to Scotland and reunites with his old friends Sick Boy, Spud, and Begbie.;18000000.0;2402004.0;41681746.0
6098;Veronica Mars;3/14/2014;Crime, Drama, Mystery;Years after walking away from her past as a young private eye, Veronica Mars gets pulled back to her hometown, just in time for her high school reunion, in order to help her old flame Logan Echolls, who\'s embroiled in a murder mystery.;6000000.0;3322127.0;3485127.0
6100;Thank You for Your Service;10/27/2017;Biography, Drama, War;A group of U.S. soldiers returning from Iraq struggle to integrate back into family and civilian life, while living with the memory of a war that threatens to destroy them long after they\'ve left the battlefield.;20000000.0;9536300.0;9995692.0
6101;Top Five;5/8/2015;Comedy, Romance;A comedian tries to make it as a serious actor when his reality television star fiancée talks him into broadcasting their wedding on her television show.;12000000.0;25317471.0;26117471.0
6103;The Interview;2/6/2015;Action, Adventure, Comedy;"Dave Skylark and his producer Aaron Rapaport run the celebrity tabloid show ""Skylark Tonight"". When they land an interview with a surprise fan, North Korean dictator";44000000.0;6105175.0;11305175.0
